Sample	Replicate	Exp.nbl	Depth	Data	Subsampling	N.nbl.reads	Type	Input.material	Fraction.tp.perc	Fraction.tp	Fraction.ddPCR
20M_mix_Bmap_CLBGA_10_rep36	36	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep36	36	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep36	36	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep36	36	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep37	37	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep37	37	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep37	37	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep37	37	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep37	37	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep37	37	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep37	37	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep37	37	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep37	37	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep37	37	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep37	37	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep37	37	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep37	37	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep37	37	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep37	37	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep38	38	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep38	38	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep38	38	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep38	38	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep38	38	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep38	38	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep38	38	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep38	38	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep38	38	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep38	38	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep38	38	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep38	38	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep38	38	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep38	38	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep38	38	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep39	39	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep39	39	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep39	39	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep39	39	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep39	39	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep39	39	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep39	39	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep39	39	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep39	39	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep39	39	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep39	39	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep39	39	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep39	39	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep39	39	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep39	39	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep40	40	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep40	40	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep40	40	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep40	40	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep40	40	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep40	40	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep40	40	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep40	40	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep40	40	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep40	40	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep40	40	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep40	40	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep40	40	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep40	40	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep40	40	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep41	41	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep41	41	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep41	41	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep41	41	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep41	41	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep41	41	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep41	41	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep41	41	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep41	41	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep41	41	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep41	41	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep41	41	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep41	41	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep41	41	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep41	41	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep42	42	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep42	42	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep42	42	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep42	42	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep42	42	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep42	42	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep42	42	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep42	42	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep42	42	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep42	42	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep42	42	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep42	42	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep42	42	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep42	42	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep42	42	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep43	43	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep43	43	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep43	43	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep43	43	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep43	43	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep43	43	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep43	43	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep43	43	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep43	43	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep43	43	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep43	43	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep43	43	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep43	43	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep43	43	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep43	43	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep44	44	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep44	44	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep44	44	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep44	44	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep44	44	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep44	44	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep44	44	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep44	44	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep44	44	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep44	44	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep44	44	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep44	44	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep44	44	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep44	44	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep44	44	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0_rep45	45	0	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-01_rep45	45	1e-04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-1_rep45	45	0.001	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-11_rep45	45	0.0011	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	22000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-3_rep45	45	0.003	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	60000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_0-7_rep45	45	0.007	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	140000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1_rep45	45	0.01	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	200000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_1-8_rep45	45	0.018	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	360000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_2-5_rep45	45	0.025	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_4_rep45	45	0.04	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	800000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_5_rep45	45	0.05	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_10_rep45	45	0.1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_25_rep45	45	0.25	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_50_rep45	45	0.5	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
20M_mix_Bmap_CLBGA_100_rep45	45	1	20000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	20000000		NA	NA	NA	NA
